participant_id,participant_code,session_id,question_id,question_code,condition,condition_abstract,block,global_block_order,within_block_position,cumulative_trial_order,z_log_total_word_count,z_enem_correctness,response_time_sec,front_roi_mean_variable_lag4,front_roi_mean,back_roi_mean_variable_lag4,manual_override_session,no_override_cohort
PID003,2,2025-11-11_003,2021_CH_57,20,Abstract,1.0,A2,7,2,20,-1.2501139118066624,-0.5984069705038608,62.55580099999997,-1.770320212764539e-07,-2.562740170260729e-07,-1.8177821290870973e-07,False,True
PID003,2,2025-11-11_003,2020_CH_77,13,Abstract,1.0,A2,7,3,21,0.1561746054758361,-0.6844944649159799,102.56651899999996,-4.166430211951183e-07,-3.8717327462689513e-07,-6.948642408793366e-08,False,True
PID003,2,2025-11-11_003,2022_CH_60,28,Abstract,1.0,A3,8,1,22,0.4425668985007616,0.5286921676923586,51.75119799999993,1.953391739983102e-06,1.8328340797180151e-06,-5.0754519516976265e-08,False,True
PID003,2,2025-11-11_003,2021_CH_65,21,Abstract,1.0,A3,8,2,23,-0.1344565412126754,2.301474938515612,108.49784599999975,-5.697225085577574e-07,-8.482100372239422e-07,3.1493547588213065e-08,False,True
PID003,2,2025-11-11_003,2022_CH_47,26,Abstract,1.0,A3,8,3,24,1.0374217805060666,0.6865312817739867,113.27588100000004,-1.5713938888791376e-06,-1.4729990826623586e-07,-2.531683251336267e-08,False,True
PID003,2,2025-11-11_003,2021_CH_86,24,Abstract,1.0,A4,9,1,25,-0.5048577147492145,1.3097621052999473,58.23953500000016,1.1656064052853702e-08,-8.686391284635423e-09,-7.280914952046671e-07,False,True
PID003,2,2025-11-11_003,2021_CH_51,19,Abstract,1.0,A4,9,2,26,-0.6706373311158704,0.6512534794066687,73.18337999999994,5.079083486735082e-07,2.410441180157218e-07,1.973195922380515e-07,False,True
PID003,2,2025-11-11_003,2019_CH_64,7,Abstract,1.0,A4,9,3,27,0.8851540163061837,1.676860146097159,52.82026399999995,-6.754444616920801e-07,-1.353753320195333e-07,-5.3141740607366474e-08,False,True
PID003,2,2025-11-11_003,2019_CH_56,6,Abstract,1.0,A5,10,1,28,-0.0667661106566081,0.0717737519545465,85.21410900000001,5.794838067455582e-07,1.4427924904410755e-06,-5.930459074776495e-07,False,True
PID003,2,2025-11-11_003,2020_CH_76,12,Abstract,1.0,A5,10,2,29,0.1255646198243954,-0.511405592177757,102.10666700000002,-2.66824075073136e-07,-2.797335777635069e-07,-2.12913322221816e-08,False,True
PID003,2,2025-11-11_003,2020_LC_31,17,Abstract,1.0,A5,10,3,30,1.2969024283525536,0.491072224108366,86.44236700000056,-1.0888553364202607e-06,2.4878887950369984e-07,2.222817357349855e-07,False,True
