participant_id,folder_name,timestamp_raw,timestamp_iso,question_id,raw_value,raw_key_present,source_json,source_json_full_path
PID001,PID001,20251106_124958,2025-11-06 12:49:58,highest_degree,Master,True,socio_PID01_20251106_124958.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID001/socio_PID01_20251106_124958.json
PID001,PID001,20251106_124958,2025-11-06 12:49:58,living_arrangement,With parents/family,True,socio_PID01_20251106_124958.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID001/socio_PID01_20251106_124958.json
PID001,PID001,20251106_124958,2025-11-06 12:49:58,nationality,iranian,True,socio_PID01_20251106_124958.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID001/socio_PID01_20251106_124958.json
PID001,PID001,20251106_124958,2025-11-06 12:49:58,other_languages,english,True,socio_PID01_20251106_124958.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID001/socio_PID01_20251106_124958.json
PID001,PID001,20251106_124958,2025-11-06 12:49:58,parent_a_edu,Post-secondary non-tertiary,True,socio_PID01_20251106_124958.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID001/socio_PID01_20251106_124958.json
PID001,PID001,20251106_124958,2025-11-06 12:49:58,parent_b_edu,Post-secondary non-tertiary,True,socio_PID01_20251106_124958.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID001/socio_PID01_20251106_124958.json
PID001,PID001,20251106_124958,2025-11-06 12:49:58,primary_school_langs,farsi,True,socio_PID01_20251106_124958.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID001/socio_PID01_20251106_124958.json
PID001,PID001,20251106_124958,2025-11-06 12:49:58,programme_name,,True,socio_PID01_20251106_124958.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID001/socio_PID01_20251106_124958.json
PID001,PID001,20251106_124958,2025-11-06 12:49:58,study_level,PhD,True,socio_PID01_20251106_124958.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID001/socio_PID01_20251106_124958.json
PID001,PID001,20251106_124958,2025-11-06 12:49:58,year_in_programme,3,True,socio_PID01_20251106_124958.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID001/socio_PID01_20251106_124958.json
PID001,PID001,20251106_124958,2025-11-06 12:49:58,years_in_luxembourg,5,True,socio_PID01_20251106_124958.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID001/socio_PID01_20251106_124958.json
PID002,PID002,20251106_162601,2025-11-06 16:26:01,affiliation,PhD candidate,True,socio_PID002_20251106_162601.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID002/socio_PID002_20251106_162601.json
PID002,PID002,20251106_162601,2025-11-06 16:26:01,age,26,True,socio_PID002_20251106_162601.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID002/socio_PID002_20251106_162601.json
PID002,PID002,20251106_162601,2025-11-06 16:26:01,country_of_birth,Brazil,True,socio_PID002_20251106_162601.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID002/socio_PID002_20251106_162601.json
PID002,PID002,20251106_162601,2025-11-06 16:26:01,country_secondary_ed,Luxembourg,True,socio_PID002_20251106_162601.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID002/socio_PID002_20251106_162601.json
PID002,PID002,20251106_162601,2025-11-06 16:26:01,degree_field,Economics,True,socio_PID002_20251106_162601.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID002/socio_PID002_20251106_162601.json
PID002,PID002,20251106_162601,2025-11-06 16:26:01,department_unit,Social Sciences,True,socio_PID002_20251106_162601.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID002/socio_PID002_20251106_162601.json
PID002,PID002,20251106_162601,2025-11-06 16:26:01,employee_role,,False,socio_PID002_20251106_162601.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID002/socio_PID002_20251106_162601.json
PID002,PID002,20251106_162601,2025-11-06 16:26:01,first_gen_he,No,True,socio_PID002_20251106_162601.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID002/socio_PID002_20251106_162601.json
PID002,PID002,20251106_162601,2025-11-06 16:26:01,first_language,portuguese,True,socio_PID002_20251106_162601.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID002/socio_PID002_20251106_162601.json
PID002,PID002,20251106_162601,2025-11-06 16:26:01,gender,female,True,socio_PID002_20251106_162601.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID002/socio_PID002_20251106_162601.json
PID002,PID002,20251106_162601,2025-11-06 16:26:01,highest_degree,Master,True,socio_PID002_20251106_162601.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID002/socio_PID002_20251106_162601.json
PID002,PID002,20251106_162601,2025-11-06 16:26:01,living_arrangement,Alone,True,socio_PID002_20251106_162601.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID002/socio_PID002_20251106_162601.json
